,Name,Price,Genres,Release date,Average playtime forever,Positive,Negative
1281860,"Jun 10, 2023",55,"Action,Adventure,Indie,RPG",0 - 20000,0,222,8
1480260,"Jan 11, 2021",0,"Indie,RPG",50000 - 100000,0,0,1
701900,"Oct 5, 2017",0,Adventure,200000 - 500000,85,107,12
381310,"Apr 5, 2016",0,Indie,0 - 20000,0,16,3
1034230,"Mar 17, 2019",0,"Casual,Indie",0 - 20000,0,6,7
3885360,"Oct 15, 2025",0,"Action,Adventure,Strategy",0 - 0,0,0,0
3253300,"Oct 30, 2024",0,"Indie,Free To Play",0 - 0,0,0,0
2906920,"Mar 21, 2025",50,"Action,Adventure,Indie,RPG,Strategy,Early Access",0 - 20000,0,1,0
3063980,"Jul 22, 2024",50,Simulation,0 - 20000,0,0,0
731940,"Nov 10, 2017",55,"Casual,Indie",0 - 20000,0,73,10
735350,"Nov 10, 2017",50,"Adventure,Casual",0 - 20000,398,189,52
3148590,"Aug 20, 2024",30,Massively Multiplayer,0 - 20000,0,0,1
1807480,"Dec 24, 2021",0,"Action,Adventure,Free To Play,Racing,Early Access",20000 - 50000,0,66,15
905650,"Aug 6, 2018",0,"Free To Play,Strategy",20000 - 50000,0,31,14
2149190,"Sep 28, 2022",0,"Casual,Indie",0 - 20000,0,1,0
3057190,"Sep 9, 2025",0,"Indie,Strategy",0 - 20000,331,60,2
1875720,"Apr 14, 2022",0,"Adventure,Casual,Indie,Massively Multiplayer,RPG,Strategy",0 - 20000,0,6,6
1483310,"Apr 28, 2021",0,"Adventure,Casual,Indie,RPG",20000 - 50000,0,60,9
480650,"Dec 7, 2016",0,Simulation,200000 - 500000,1147,4041,754
2686850,"Dec 14, 2023",0,"Casual,Indie,Strategy",0 - 0,0,0,0
1928590,"Apr 18, 2022",0,"Casual,Indie,Simulation,Strategy",0 - 20000,0,6,1
710550,"Nov 5, 2017",0,Indie,0 - 20000,0,13,3
1615740,"Sep 7, 2022",0,"Action,Adventure,Indie",0 - 20000,0,39,14
3301480,"Nov 9, 2024",0,"Adventure,Racing",0 - 20000,0,1,1
421880,"Dec 1, 2015",0,"Action,Adventure,Casual,Indie,Strategy",0 - 20000,576,63,30
281840,"Jul 9, 2014",0,Indie,0 - 20000,0,75,160
381610,"Aug 4, 2015",90,"Action,Indie",0 - 20000,150,39,12
10500,"Mar 4, 2009",75,Strategy,1000000 - 2000000,4064,32211,3269
1166860,"Jun 24, 2020",50,"Racing,Simulation,Sports,Strategy",100000 - 200000,957,3973,305
1742240,"Feb 11, 2022",0,"Indie,RPG",0 - 20000,0,5,1
1944780,"May 31, 2022",75,"Casual,Indie",0 - 20000,0,31,6
2911340,"Oct 25, 2024",0,"Adventure,Casual,Indie",0 - 20000,0,29,4
3333090,"Nov 20, 2024",0,,0 - 0,0,0,0
783960,"Jan 18, 2018",90,Adventure,0 - 20000,0,1,4
1240910,"Feb 18, 2020",0,"Action,Free To Play,Indie,Massively Multiplayer,RPG",0 - 0,0,0,0
799770,"Feb 20, 2018",0,"Casual,Indie",0 - 20000,0,4,0
3698700,"May 26, 2025",0,"Casual,Indie,Simulation,Early Access",0 - 20000,0,4,0
3861440,"Jul 31, 2025",70,"Adventure,Indie,Early Access",0 - 20000,0,0,0
1444430,"Nov 2, 2020",0,"Casual,Indie,Strategy",0 - 20000,0,0,0
2748840,"Jan 23, 2024",0,"Adventure,Free To Play",0 - 0,0,0,0
1181510,"Apr 23, 2020",86,"Action,Adventure,Indie,RPG",0 - 20000,0,4,2
2682460,"Nov 30, 2023",0,"Casual,Indie",0 - 20000,0,8,0
1042780,"Oct 10, 2019",90,"Action,Adventure,Indie,RPG,Simulation",50000 - 100000,221,1326,472
3029690,"Feb 23, 2025",0,"Action,Casual,Indie,Strategy",0 - 20000,0,0,0
2833820,"Mar 8, 2024",95,"Action,Adventure,Casual,Simulation,Sports,Strategy",0 - 20000,0,16,3
2426990,"Aug 7, 2024",0,"Action,Adventure,Casual,Indie",20000 - 50000,0,3,0
1888860,"Dec 22, 2023",0,"Action,Adventure,Casual,Indie",0 - 20000,0,7,0
3296370,"Dec 5, 2024",0,"Action,Indie",0 - 20000,0,22,10
3054410,"Mar 26, 2025",0,"Action,Adventure,Casual,Indie,Free To Play",0 - 0,0,0,0
2996570,"Jun 24, 2024",0,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy,Free To Play",20000 - 50000,39,780,124
2993660,"Jun 30, 2024",40,"Casual,Indie,Strategy",0 - 20000,0,0,0
299090,"Dec 10, 2015",0,"Indie,Simulation",0 - 20000,0,29,21
1980530,"Jul 29, 2022",0,"Action,Casual,Indie,Simulation,Strategy",50000 - 100000,3059,1569,81
1148760,"Aug 25, 2022",0,"Indie,RPG,Simulation",200000 - 500000,1416,3802,129
2404850,"Jun 6, 2023",0,"Indie,Racing,Sports",0 - 20000,0,0,0
1878240,"Feb 5, 2022",0,,0 - 0,0,0,0
589050,"Sep 23, 2025",0,"Action,RPG,Strategy,Early Access",0 - 20000,0,0,0
2237350,"Jan 16, 2023",75,Indie,0 - 20000,0,27,0
1687030,"Jul 20, 2021",95,"Adventure,Casual",0 - 20000,0,13,5
1204950,"Feb 14, 2020",0,"Adventure,Casual,Indie",20000 - 50000,0,0,2
981310,"Dec 10, 2018",0,"Adventure,Casual,Free To Play,Indie,RPG,Simulation",0 - 20000,0,47,35
2429090,"Oct 20, 2023",0,"Adventure,Casual,Indie,RPG",0 - 20000,86,58,23
3436490,"Feb 7, 2025",0,"Adventure,Casual,Indie",0 - 20000,0,1,0
1106690,"Dec 11, 2019",0,"Adventure,Casual,Simulation,Strategy",0 - 20000,0,72,39
351160,"Mar 25, 2022",0,"Casual,Indie,Simulation",100000 - 200000,232,580,165
2326420,"Oct 30, 2023",0,"Action,Casual,Indie,Free To Play",0 - 0,0,0,0
654010,"Jul 18, 2017",80,"Action,Indie",0 - 20000,0,9,1
2512210,"Apr 16, 2024",0,"Action,Indie",0 - 20000,0,0,0
385940,"Sep 15, 2017",0,Strategy,0 - 20000,0,18,11
2624560,"Feb 2, 2024",0,"Adventure,RPG,Strategy",0 - 20000,0,3,1
4077020,"Nov 17, 2025",0,"Action,Indie,Racing,Free To Play",0 - 0,0,0,0
601020,"May 11, 2017",0,"Nudity,Violent,Gore,Adventure,Indie,RPG,Early Access",0 - 20000,0,12,26
2290210,"May 20, 2024",75,Casual,0 - 20000,0,20,2
496520,"Mar 15, 2017",0,"Indie,Early Access",0 - 20000,300,13,5
2647300,"Jan 22, 2024",0,"Casual,Indie,Free To Play",0 - 20000,59,0,0
513200,"Sep 1, 2016",0,"Audio Production,Video Production",0 - 20000,0,10,8
1523170,"Feb 22, 2022",0,"Action,Adventure,Casual,Indie,Strategy",0 - 20000,0,18,3
1782850,"Oct 8, 2021",0,,0 - 0,0,0,0
707450,"Apr 13, 2018",0,Strategy,0 - 20000,0,19,15
717780,"Nov 26, 2018",0,"Action,Adventure,Casual,Indie,Racing",0 - 20000,0,31,2
1523690,"Jan 28, 2021",72,"Action,Indie",0 - 20000,0,0,3
1038450,"Dec 3, 2019",35,"Adventure,Casual",100000 - 200000,562,598,489
1038640,"Mar 7, 2019",70,"Adventure,Casual,Indie",0 - 20000,0,22,19
3062710,"Jul 15, 2024",50,"Casual,Indie,Simulation",0 - 20000,0,7,3
318130,"Mar 18, 2015",80,"Indie,RPG",50000 - 100000,566,2300,92
476450,"Jun 3, 2016",0,Indie,0 - 20000,245,23,18
2076220,"Dec 14, 2022",35,Action,0 - 20000,0,84,4
1722890,"Aug 27, 2021",40,Casual,0 - 20000,0,5,3
1601800,"May 28, 2021",0,Simulation,0 - 20000,0,0,0
466000,"Apr 28, 2016",0,"Adventure,Casual",20000 - 50000,0,45,1
480480,"Jun 3, 2016",0,"Action,Indie",50000 - 100000,213,219,35
1564090,"Mar 17, 2021",0,"Adventure,Casual,Indie",50000 - 100000,43,993,30
1219310,"Jan 22, 2020",0,"Adventure,Casual,Indie,RPG,Strategy",50000 - 100000,0,1,0
3272690,"Jun 7, 2025",0,"Casual,Indie,Free To Play",0 - 20000,0,0,0
1382020,"Nov 20, 2020",0,"Action,Adventure,Indie",0 - 20000,0,10,0
2803790,"Apr 11, 2024",0,,0 - 0,0,0,0
3674970,"Nov 25, 2025",0,"Indie,Simulation,Free To Play",0 - 0,0,0,0
3323960,"Dec 11, 2024",0,"Action,Indie",0 - 20000,0,1,0
2017010,"Jul 11, 2022",0,Adventure,0 - 20000,0,0,0
2977810,"Nov 6, 2025",0,"Action,Adventure",0 - 20000,0,0,0
2681220,"Nov 20, 2023",0,"Casual,Indie",0 - 0,0,0,0
722580,"Nov 2, 2017",0,"Action,Adventure,Casual,Indie,RPG",0 - 20000,0,2,0
2896980,"Apr 16, 2024",0,"Casual,Indie",0 - 0,0,0,0
3567200,"Mar 24, 2025",50,Adventure,0 - 20000,0,0,0
2995500,"Jun 6, 2024",0,"Casual,Indie,Free To Play",0 - 20000,0,114,2
1547820,"Feb 23, 2021",91,"Casual,Indie,Racing,Simulation",0 - 20000,0,12,9
1013220,"Jul 20, 2022",50,Action,20000 - 50000,2646,193,72
1017370,"Feb 12, 2019",0,"Action,Casual,Indie",0 - 20000,0,0,3
1649830,"Aug 11, 2021",51,"Adventure,Indie,RPG",50000 - 100000,151,140,111
730700,"Nov 1, 2018",0,Indie,0 - 20000,0,4,0
842070,"Apr 30, 2018",0,"Adventure,Casual,RPG",20000 - 50000,0,1,3
3082200,"Jul 17, 2024",51,"Casual,Indie",0 - 20000,0,1,0
2396320,"May 9, 2023",0,"Action,Casual,Indie,Free To Play,Early Access",0 - 0,0,0,0
819650,"Nov 12, 2018",0,"Casual,Indie,Simulation",0 - 20000,4804,54,93
8980,"Aug 31, 2023",67,"Action,RPG",2000000 - 5000000,1895,28944,3579
860490,"Oct 3, 2018",0,"Adventure,Casual,Indie,RPG",0 - 20000,0,5,2
1709180,"Jul 23, 2022",50,"Action,Casual,Indie",0 - 20000,0,78,2
2072660,"Apr 7, 2025",50,"Action,Indie",0 - 20000,61,248,32
277650,"Aug 26, 2015",0,"Action,Adventure,Indie,RPG",50000 - 100000,458,128,44
370300,"May 22, 2015",0,"Adventure,Indie,RPG",20000 - 50000,291,165,28
4009560,"Oct 9, 2025",0,"Action,Adventure,Indie,Free To Play",0 - 0,0,0,0
3205080,"Oct 9, 2024",0,"Adventure,Indie",100000 - 200000,53,2350,280
1424790,"Nov 13, 2020",0,"Action,Adventure,Casual,Indie,Simulation",0 - 20000,0,30,10
2684800,"Nov 21, 2023",0,"Adventure,Early Access",0 - 0,0,0,0
1946280,"Apr 21, 2022",0,"Adventure,Casual,Indie",0 - 20000,0,1,0
2733780,"Feb 20, 2024",0,"Adventure,Casual,Indie",0 - 20000,0,4,0
1114080,"Sep 19, 2025",0,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access",0 - 20000,0,0,0
2455070,"Jun 7, 2024",0,"Action,Adventure,Casual,Indie,Massively Multiplayer,Racing,Simulation,Sports",0 - 20000,0,28,15
3832630,"Jul 30, 2025",0,"Action,Casual,Indie,Free To Play",0 - 0,0,0,0
850110,"May 8, 2018",24,"Casual,Indie,Strategy",20000 - 50000,0,9,6
1022310,"Apr 21, 2020",90,"Casual,Strategy",0 - 20000,167,1008,607
1364500,"Aug 31, 2020",0,"Action,Indie,Racing",0 - 20000,0,4,2
1514190,"Aug 17, 2022",0,Adventure,20000 - 50000,0,7,10
1717610,"Oct 4, 2021",51,"Action,Indie,RPG",0 - 20000,0,0,0
2767430,"Oct 24, 2025",0,"RPG,Strategy",0 - 0,0,0,0
2704790,"Dec 12, 2023",0,"Casual,Indie",0 - 20000,0,3,0
1729180,"May 15, 2025",55,"Action,Adventure,Indie",0 - 20000,0,42,11
3203420,"Apr 12, 2025",0,Indie,0 - 20000,0,3,0
1438060,"Nov 7, 2020",51,"Casual,Indie",0 - 20000,0,0,0
1071770,"Jun 12, 2019",51,Casual,0 - 20000,0,12,27
605180,"Mar 28, 2017",10,"Sexual Content,Nudity,Violent,Adventure,Casual,Indie,Simulation",0 - 20000,0,47,20
3034050,"Aug 22, 2025",0,"Action,Casual,Free To Play,Early Access",0 - 0,0,0,0
947120,"Nov 15, 2018",0,"Adventure,Indie",0 - 20000,15,44,5
2499500,"Nov 18, 2024",0,"Action,Casual,Indie",0 - 0,0,0,0
1346280,"Jul 22, 2020",0,"Action,Casual,Indie",0 - 20000,0,0,0
611970,"Aug 8, 2017",0,"Action,Indie,RPG,Early Access",0 - 20000,0,1,3
3149960,"Aug 23, 2024",0,"Casual,Indie,Simulation,Strategy",0 - 20000,0,11,3
2765880,"Jul 12, 2024",0,"Indie,Racing,Simulation,Sports,Strategy",0 - 20000,0,3,1
990360,"Jun 11, 2020",85,"Action,Adventure,Indie,RPG",0 - 20000,75,109,119
1978610,"May 14, 2022",0,"Casual,Indie,Simulation",0 - 20000,882,0,0
1899350,"Apr 18, 2023",0,"Indie,Simulation,Strategy",0 - 20000,0,59,21
1347630,"Nov 29, 2024",0,"Adventure,Casual,Indie,Massively Multiplayer,RPG",20000 - 50000,0,140,53
1793330,"Nov 6, 2025",0,"Action,Indie,RPG",0 - 20000,672,0,0
338030,"Dec 17, 2014",0,"Action,Adventure,RPG,Early Access",0 - 20000,28,3,11
1961090,"Apr 7, 2022",0,,0 - 0,0,0,0
582830,"Apr 10, 2017",0,"Casual,Free To Play,Indie,Strategy",0 - 20000,165,45,9
3027550,"Aug 9, 2024",0,"Action,Adventure,Massively Multiplayer,RPG,Strategy,Early Access",0 - 20000,0,0,0
2941720,"Apr 17, 2024",0,,0 - 0,0,0,0
3050200,"Dec 12, 2024",67,"Action,Casual,Indie",0 - 20000,0,0,0
1786670,"Oct 29, 2021",0,"Adventure,Indie,RPG,Strategy",50000 - 100000,0,696,112
1761420,"Nov 19, 2021",90,"Action,Adventure,Casual,Indie,Massively Multiplayer,Racing,Simulation,Sports,Strategy",0 - 20000,0,12,6
3807670,"Jul 24, 2025",0,"Action,Indie,Early Access",0 - 0,0,0,0
1617600,"May 31, 2021",0,"Action,Adventure",0 - 20000,0,0,1
3224320,"Mar 21, 2025",0,"Casual,Indie,Strategy,Free To Play",0 - 20000,0,0,0
1525540,"Feb 3, 2021",0,"Action,Adventure,Indie,RPG,Early Access",20000 - 50000,0,7,0
418530,"Sep 29, 2020",65,"Action,Indie",1000000 - 2000000,2141,19062,1423
489610,"Jun 27, 2016",0,"Action,Casual,Indie,RPG",20000 - 50000,115,909,72
3050140,"Nov 15, 2024",20,"Casual,RPG",0 - 20000,0,70,24
862460,"Feb 28, 2019",30,"Indie,RPG",0 - 20000,0,17,2
1151130,"Feb 28, 2023",0,"Indie,Strategy",0 - 20000,0,156,32
1174420,"Jun 12, 2020",50,"Indie,Simulation,Strategy",0 - 20000,0,22,7
1380650,"Aug 23, 2023",60,"Indie,RPG,Strategy",0 - 20000,1117,290,19
535700,"Dec 6, 2016",80,"Casual,Simulation,Sports,Strategy",0 - 20000,98,93,65
2083770,"Jul 14, 2022",0,,0 - 0,0,0,0
717060,"Oct 16, 2017",51,"Action,Indie",0 - 20000,0,6,1
622810,"Jun 15, 2018",0,"Action,Indie",0 - 20000,0,28,1
2478970,"Feb 13, 2024",70,"Action,Adventure",200000 - 500000,910,6128,721
1587880,"Oct 6, 2023",0,"Action,Casual,Indie,Strategy",20000 - 50000,0,10,1
1348760,"May 19, 2024",0,"Action,Indie",0 - 20000,0,28,10
1399670,"Feb 5, 2021",30,Casual,0 - 20000,342,204,25
1629940,"Nov 3, 2022",80,"Adventure,Casual,Indie,RPG",20000 - 50000,0,88,1
1234540,"Feb 20, 2020",0,"Casual,Indie",0 - 20000,0,3,0
586770,"Apr 26, 2017",0,"Adventure,Casual,Simulation,Strategy",0 - 20000,66,16,3
1777730,"Oct 20, 2021",0,"Action,Adventure,Indie,Strategy",0 - 20000,0,4,3
3901780,"Oct 21, 2025",0,"Action,RPG",0 - 0,0,0,0
690620,"May 31, 2018",0,"Action,Adventure,Indie",0 - 20000,0,107,27
864150,"Aug 22, 2018",0,"Indie,Simulation,Early Access",0 - 20000,0,11,10
736590,"Feb 15, 2023",0,"Action,Casual,Indie,Simulation,Strategy,Free To Play,Early Access",2000000 - 5000000,180,14167,4253
868000,"Jun 12, 2018",0,"Casual,Indie",0 - 20000,0,3,5
1419140,"Mar 5, 2025",75,"Action,Adventure,Indie",0 - 20000,0,11,0
4118300,"Nov 6, 2025",10,Strategy,0 - 20000,0,0,0
2408800,"May 3, 2023",0,,0 - 0,0,0,0
1931630,"Mar 10, 2022",0,,0 - 0,0,0,0
1750200,"Sep 8, 2022",70,"Casual,Indie,Strategy",0 - 20000,411,0,0
2105600,"Nov 17, 2023",30,"Adventure,RPG,Simulation,Strategy,Early Access",0 - 20000,0,60,5
1098940,"Sep 24, 2019",0,"Action,Adventure,Indie",50000 - 100000,413,741,272
2435720,"Jun 16, 2023",0,Action,0 - 20000,0,0,0
619470,"Sep 1, 2017",90,"Action,Indie",0 - 20000,473,12,11
1079310,"May 15, 2019",51,"Casual,Indie",200000 - 500000,285,258,62
1432410,"Nov 29, 2023",0,"Casual,Indie",0 - 20000,0,0,0
1301410,"Dec 14, 2021",0,"Adventure,Indie,Strategy",20000 - 50000,0,6,0
1286710,"Jun 22, 2020",50,RPG,100000 - 200000,339,2890,79
686010,"Sep 12, 2017",0,"Indie,RPG",0 - 20000,0,27,3
2658470,"Nov 12, 2024",50,"Action,Adventure,Indie",20000 - 50000,142,1018,50
1680560,"Jul 27, 2021",0,"Action,Adventure,Casual,Free To Play",0 - 0,0,0,0
1885460,"Feb 13, 2022",0,"Action,Casual,Indie,Early Access",0 - 0,0,0,0
1223350,"Sep 1, 2020",0,Action,20000 - 50000,0,8,10
2001970,"Nov 4, 2022",50,"Adventure,Casual",0 - 20000,2,103,3
1041940,"May 21, 2019",50,Strategy,0 - 20000,0,71,13
2542630,"Aug 21, 2023",51,"Casual,Indie,Simulation,Sports",0 - 20000,0,12,9
1637970,"Jun 17, 2021",50,"Casual,Indie,Strategy",0 - 20000,0,17,5
1780290,"Nov 24, 2021",0,"Casual,Indie",0 - 20000,0,29,0
1949170,"May 12, 2022",0,"Action,Casual,Indie,RPG,Strategy",0 - 20000,0,1,1
451980,"Oct 3, 2016",0,"Casual,Simulation",50000 - 100000,15,247,22
3968450,"Nov 14, 2025",0,"Action,Indie",0 - 20000,0,0,0
3114300,"Aug 29, 2025",20,"Adventure,Casual,Indie,RPG",0 - 20000,0,0,0
2013060,"Jul 7, 2022",0,Action,0 - 20000,0,0,0
2620330,"Nov 1, 2023",0,RPG,0 - 0,0,0,0
2129490,"Dec 1, 2022",0,"Action,Indie",0 - 0,0,0,0
1994280,"Aug 24, 2022",0,"Action,Casual,Indie",0 - 20000,0,0,0
1763260,"Aug 16, 2023",0,"Action,Adventure,Indie,Early Access",0 - 20000,0,5,2
2011140,"Jun 23, 2022",89,Casual,0 - 20000,0,10,6
1496680,"Apr 28, 2021",0,"Casual,Indie,Strategy",0 - 20000,0,14,3
2262110,"Jan 18, 2023",30,Simulation,0 - 20000,0,0,0
3445850,"Jul 1, 2025",0,"Action,Indie,Early Access",0 - 20000,0,0,0
2313950,"Mar 20, 2023",80,"Action,Adventure,Casual",0 - 20000,0,22,1
2569910,"Mar 20, 2024",0,"Indie,Free To Play",0 - 20000,0,0,0
1699660,"Aug 15, 2022",0,"Action,Free To Play,Simulation,Strategy",0 - 0,0,0,0
766460,"Jan 2, 2018",0,Simulation,0 - 20000,0,1,1
734900,"Nov 30, 2019",80,"Adventure,Casual,Indie,RPG",0 - 20000,0,63,8
855700,"May 23, 2018",90,"Casual,Indie,Racing",0 - 20000,25,24,18
2329300,"Nov 20, 2023",75,"Action,Indie",0 - 20000,0,2,0
1472010,"Dec 14, 2020",75,"Casual,Indie",0 - 20000,0,0,0
2902390,"Mar 25, 2024",0,,0 - 0,0,0,0
1298140,"Jun 28, 2022",85,Indie,100000 - 200000,246,1686,296
1945220,"Apr 16, 2022",20,"Casual,Indie",0 - 20000,0,91,21
776140,"Mar 26, 2018",0,"Violent,Gore,Action,Adventure,Indie",0 - 0,0,0,0
2183530,"Nov 17, 2022",0,Casual,0 - 20000,0,0,0
1499780,"Dec 26, 2020",0,"Casual,Indie,Simulation",0 - 20000,0,4,5
3941500,"Oct 22, 2025",0,"Adventure,Casual,Indie,RPG,Simulation,Early Access",0 - 20000,0,0,0
2624640,"Nov 19, 2025",0,,0 - 0,0,0,0
3836610,"Jun 26, 2025",0,,0 - 0,0,0,0
3399280,"Feb 6, 2025",0,"Free To Play,Audio Production",0 - 0,0,0,0
3071570,"Jul 7, 2024",0,,0 - 0,0,0,0
2482130,"Nov 29, 2023",0,"Casual,Indie,Strategy",0 - 20000,0,36,3
1919240,"Aug 19, 2022",0,"Action,Adventure,Indie",0 - 20000,0,11,3
2457350,"Feb 23, 2024",0,"Adventure,Strategy",0 - 20000,0,1,0
2197420,"Feb 8, 2023",0,,0 - 0,0,0,0
2741780,"Jun 23, 2025",0,"Adventure,Casual,Indie,Simulation",0 - 0,0,0,0
4076360,"Nov 3, 2025",0,"Indie,RPG",0 - 0,0,0,0
1420860,"Nov 2, 2020",0,"Adventure,Indie",0 - 20000,0,3,1
3561460,"Mar 30, 2025",30,Indie,0 - 20000,0,3,1
2325340,"Apr 30, 2025",0,"Action,Adventure,Casual,Indie",0 - 20000,0,25,0
2166990,"Nov 18, 2022",0,"Indie,Racing,Simulation,Sports",0 - 20000,0,6,0
3250460,"Feb 21, 2025",0,,0 - 0,0,0,0
3290000,"Oct 28, 2024",0,,0 - 0,0,0,0
3772220,"Jul 7, 2025",0,,0 - 0,0,0,0
363180,"Dec 1, 2015",0,"Casual,Indie,Strategy",0 - 20000,181,21,11
1444420,"Jul 18, 2021",0,"Action,Adventure,Free To Play,Indie",0 - 20000,0,14,3
1798520,"Dec 1, 2021",20,Casual,0 - 20000,0,1,5
3549740,"Mar 17, 2025",50,"Indie,RPG",0 - 20000,0,2,2
2742490,"Jan 23, 2024",0,Strategy,0 - 20000,0,2,0
2485150,"Dec 4, 2023",0,"Action,Adventure,Strategy,Early Access",0 - 20000,0,4,2
1469840,"Dec 9, 2020",0,"Adventure,Casual,Indie",20000 - 50000,0,2,0
2086280,"Aug 16, 2022",0,"Adventure,Indie,Strategy,Early Access",0 - 20000,0,7,3
872470,"Feb 8, 2019",0,"Action,Adventure,Indie,Free To Play",0 - 20000,0,44,7
2763770,"Jul 4, 2024",0,"Casual,Indie",0 - 20000,0,0,0
1808350,"Dec 15, 2021",0,"Action,Indie",0 - 20000,0,4,0
345820,"Apr 23, 2015",0,"Action,Adventure,Indie,RPG",50000 - 100000,353,2653,200
1856890,"Mar 16, 2022",0,"Action,Adventure",20000 - 50000,0,0,1
2479740,"May 21, 2025",63,"Adventure,Indie,Simulation",0 - 20000,104,131,14
2195400,"Nov 13, 2024",0,"Action,Casual,Simulation",0 - 20000,15,42,8
3334530,"Jan 27, 2025",0,"Action,Adventure,Indie,RPG,Early Access",0 - 20000,0,0,0
2775470,"Jul 5, 2024",0,"Action,Indie,Early Access",0 - 20000,0,1,0
979390,"Dec 28, 2018",25,"Action,Indie",0 - 20000,0,17,5
1378840,"Sep 17, 2020",0,Simulation,0 - 20000,0,6,0
780020,"Jun 22, 2018",51,"Casual,Indie,Strategy",0 - 20000,0,89,41
1918270,"Sep 1, 2023",0,"Action,Adventure,Indie",0 - 20000,0,16,4
2657600,"Jan 22, 2024",0,"Action,Adventure,Indie,Simulation",0 - 20000,62,104,30
1800290,"Nov 30, 2021",0,"Action,Casual,Indie",20000 - 50000,0,3,0
2584310,"Sep 19, 2023",0,"Action,Casual,Indie",0 - 20000,0,4,0
229580,"Jul 31, 2015",89,"Adventure,Indie",50000 - 100000,112,553,432
1468680,"Aug 14, 2023",0,"Indie,Simulation,Sports",0 - 0,0,0,0
1206180,"Feb 24, 2020",0,"Adventure,Indie",0 - 20000,0,4,6
1462700,"Nov 19, 2020",0,"Action,Adventure,Indie,Early Access",0 - 20000,0,36,5
1094030,"Nov 8, 2019",0,"Action,Free To Play,Indie",200000 - 500000,0,1873,239
1648900,"Nov 4, 2021",0,"Casual,Indie,Free To Play",0 - 0,0,0,0
1731070,"Oct 11, 2022",60,"Action,Adventure,RPG",100000 - 200000,660,2445,627
2469490,"Aug 8, 2024",30,"Action,Adventure,Indie,RPG",0 - 20000,0,11,2
1717410,"Oct 26, 2021",80,"Action,Adventure,RPG",0 - 20000,17,75,15
3442720,"Jul 30, 2025",0,"Indie,Strategy",0 - 0,0,0,0
3065090,"Jul 4, 2024",0,"Indie,Massively Multiplayer,Simulation,Free To Play",0 - 0,0,0,0
2155100,"Feb 24, 2023",0,"Action,Early Access",0 - 0,0,0,0
3724340,"Jun 25, 2025",0,"Action,Indie",0 - 20000,0,0,0
1835620,"Nov 30, 2021",0,,0 - 0,0,0,0
1513800,"May 14, 2021",0,"Casual,Indie,Simulation,Early Access",0 - 20000,0,2,0
831060,"Apr 25, 2018",51,"Adventure,Casual,Indie",20000 - 50000,5,55,25
1605380,"Apr 30, 2021",0,,0 - 0,0,0,0
2827780,"Feb 29, 2024",0,"Casual,Indie,Strategy",0 - 20000,208,129,42
3535290,"Nov 21, 2025",0,"Casual,Indie,Early Access",0 - 20000,0,0,0
1342520,"Dec 11, 2020",0,"Action,Indie,Early Access",0 - 20000,0,0,1
2990120,"Jun 12, 2024",0,"Casual,Strategy",0 - 20000,0,0,0
2652000,"Sep 11, 2024",50,Casual,20000 - 50000,158,118,253
296530,"May 9, 2014",75,RPG,20000 - 50000,98,48,65
678190,"Jul 21, 2017",50,"Adventure,Casual,Indie,Simulation",0 - 20000,1,78,87
1506960,"May 3, 2021",0,"Indie,Free To Play",0 - 20000,0,2,0
436740,"Feb 1, 2017",0,"Animation & Modeling,Education",0 - 20000,0,16,5
2099990,"Aug 13, 2022",0,"Casual,Indie,Strategy",0 - 0,0,0,0
3054290,"Nov 14, 2024",20,"Action,Indie",20000 - 50000,0,7,0
2261330,"Jan 20, 2023",0,"Action,Indie",0 - 20000,0,0,0
1513790,"Feb 1, 2021",0,Simulation,0 - 20000,0,9,0
4186120,"Dec 15, 2025",0,"Indie,Simulation,Free To Play",0 - 0,0,0,0
969700,"Jan 24, 2019",60,"Adventure,Indie",0 - 20000,290,140,4
689980,"Nov 4, 2020",0,"Simulation,Early Access",50000 - 100000,317,364,139
1002420,"Mar 20, 2019",50,"Action,Indie",0 - 20000,0,8,3
3462330,"Nov 4, 2025",50,"Action,Adventure,Indie",0 - 20000,0,0,0
3212420,"Oct 16, 2024",0,"Casual,Indie,Strategy,Free To Play",0 - 0,0,0,0
833370,"Jan 25, 2019",50,"Casual,Indie,Strategy",20000 - 50000,0,13,6
2494920,"Sep 1, 2023",0,"Indie,Simulation,Strategy",0 - 20000,0,8,2
292500,"Nov 11, 2015",70,"Action,Adventure,Indie",20000 - 50000,276,1341,88
3880470,"Aug 26, 2025",0,Action,0 - 0,0,0,0
1408420,"Dec 9, 2020",0,"Indie,Simulation,Strategy,Early Access",20000 - 50000,0,3,3
3004330,"Sep 26, 2024",50,"Action,Adventure,Indie,RPG",0 - 20000,0,1,2
1273780,"Apr 14, 2020",0,Indie,0 - 20000,0,32,10
410130,"Nov 19, 2015",90,Adventure,50000 - 100000,331,63,19
667030,"Aug 30, 2018",0,"Casual,Indie,Strategy",0 - 20000,0,11,9
2902000,"Sep 20, 2024",0,"Action,Massively Multiplayer,Strategy,Free To Play",0 - 0,0,0,0
2815840,"Feb 15, 2024",86,"Action,Indie,Racing",0 - 20000,0,13,4
1546750,"Mar 17, 2021",0,"Casual,Simulation",0 - 20000,0,0,0
