,Name,Price,Genres,Release date,Average playtime forever,Positive,Negative
3070880,"Aug 31, 2025",0,"Adventure,Casual,Indie,Simulation",0 - 20000,818,243,25
1926270,"Jul 18, 2023",25,"Action,Indie",50000 - 100000,0,248,115
1378870,"May 10, 2021",0,"Indie,Strategy",0 - 20000,0,7,3
3584020,"Apr 4, 2025",0,"Casual,Strategy",0 - 20000,0,2,3
3174070,"Feb 18, 2025",0,"Casual,Massively Multiplayer,Simulation,Sports,Strategy,Free To Play",0 - 0,0,0,0
478980,"Aug 1, 2016",0,"Adventure,Strategy",200000 - 500000,1421,1102,86
3444370,"Mar 19, 2025",0,"Casual,Indie,Strategy",0 - 0,0,0,0
337460,"Jun 5, 2020",0,Simulation,0 - 20000,884,82,9
1226890,"Feb 6, 2020",0,"Action,Adventure,Casual,Indie,RPG",0 - 20000,0,11,0
1941740,"Aug 4, 2022",0,"Action,Adventure,Indie",0 - 20000,0,40,9
2742010,"Feb 12, 2024",0,"Action,Racing",20000 - 50000,0,11,6
733990,"Dec 11, 2017",45,"Casual,Simulation",0 - 20000,1643,1499,140
909100,"Nov 6, 2019",0,"Casual,Free To Play,Indie,Simulation",20000 - 50000,0,60,33
2832820,"Feb 19, 2024",0,"Casual,Indie",0 - 20000,0,2,0
1774910,"Oct 13, 2021",0,"Adventure,Casual,Indie,Simulation,Strategy",0 - 20000,0,15,0
2330610,"Jun 20, 2023",50,"Casual,Indie",0 - 20000,0,0,0
2486400,"Sep 26, 2023",0,"Adventure,Casual,Indie,Free To Play",0 - 0,0,0,0
3173220,"Feb 7, 2025",0,"Action,Indie,Free To Play",0 - 0,0,0,0
242700,"Nov 12, 2013",0,Action,1000000 - 2000000,349,16534,2651
1909080,"May 31, 2022",0,"Casual,Indie",0 - 20000,0,4,0
1147860,"Sep 18, 2024",25,"Action,Adventure,Indie,RPG,Strategy",100000 - 200000,549,5982,267
2444000,"Jun 22, 2023",0,"Casual,Indie,Simulation",0 - 20000,0,173,32
1223720,"Dec 24, 2024",0,Indie,0 - 20000,0,12,3
2645020,"Jul 11, 2024",0,,0 - 0,0,0,0
1342120,"Jul 8, 2022",50,"Action,Adventure,Indie,RPG",20000 - 50000,445,77,20
6030,"Sep 16, 2009",50,Action,500000 - 1000000,392,4281,413
2489300,"Jul 16, 2023",0,"Action,Adventure,Indie,Free To Play",0 - 20000,0,6,4
628570,"May 9, 2022",90,"Casual,Indie",50000 - 100000,247,45,29
1797460,"Nov 11, 2021",0,,0 - 0,0,0,0
2231070,"Oct 6, 2025",0,"Action,Adventure,Indie,RPG,Strategy,Early Access",0 - 20000,0,0,0
3461750,"Feb 20, 2025",0,"Casual,Free To Play",0 - 0,0,0,0
1356710,"Jul 24, 2020",0,Casual,0 - 20000,0,0,0
2071460,"Jul 23, 2022",90,"Casual,Indie",0 - 20000,0,12,5
2233110,"Dec 21, 2022",0,"Indie,RPG,Strategy",0 - 20000,0,3,4
1937720,"Sep 13, 2022",0,"Indie,Strategy",0 - 20000,0,117,15
1281040,"Sep 23, 2025",0,"Action,Adventure,Casual,Indie",0 - 20000,290,0,0
819560,"Apr 13, 2018",0,"Action,Indie,Racing",0 - 20000,0,7,4
3570040,"Oct 10, 2025",0,"Adventure,Indie",0 - 0,0,0,0
3241650,"May 15, 2025",0,,0 - 0,0,0,0
1908180,"Jun 19, 2022",0,"Casual,Indie",0 - 20000,0,2,0
2523090,"Sep 22, 2023",80,"Casual,Indie",0 - 20000,0,0,0
1910150,"Oct 24, 2025",0,"Casual,Indie,Simulation,Strategy,Early Access",0 - 20000,139,0,0
2435510,"Aug 8, 2023",0,"Action,Casual,Indie",0 - 20000,0,0,0
2438260,"Jan 30, 2025",0,"Casual,Indie,Simulation,Strategy",0 - 20000,74,85,23
2564340,"Apr 4, 2024",0,"Action,Adventure,Indie",0 - 20000,0,1,2
2559170,"Aug 31, 2023",0,"Adventure,Casual,Indie",0 - 20000,0,2,0
2598110,"Oct 20, 2023",15,"Action,Adventure,Indie",0 - 20000,0,7,1
1590640,"Aug 12, 2021",0,Adventure,50000 - 100000,56,193,58
1818080,"Apr 24, 2022",0,"Indie,Strategy",0 - 20000,0,0,0
3183530,"Oct 22, 2025",0,"Casual,RPG,Strategy,Free To Play,Early Access",0 - 0,0,0,0
1096650,"Aug 1, 2019",0,"Action,Massively Multiplayer",0 - 20000,0,1,1
2107090,"Aug 1, 2024",75,,50000 - 100000,234,505,83
3578130,"Apr 3, 2025",0,"Adventure,Casual,Indie,Strategy",0 - 20000,0,0,1
384090,"Sep 28, 2015",0,"Action,Adventure,Indie,RPG,Early Access",0 - 20000,9,93,47
3700250,"Aug 21, 2025",0,"Strategy,Free To Play",0 - 0,0,0,0
2746340,"Mar 29, 2024",0,"Action,Casual,Indie,RPG",0 - 20000,0,5,2
1871160,"Jun 10, 2022",0,"Indie,RPG,Strategy",0 - 20000,0,1,1
1273740,"Jul 12, 2022",0,"Action,Adventure,Casual,Indie,Strategy",0 - 20000,0,5,0
1977740,"Jun 26, 2023",50,Adventure,0 - 20000,0,88,4
2468720,"Oct 24, 2024",0,"Action,Adventure,Massively Multiplayer,RPG",0 - 20000,0,13,6
2931910,"Apr 16, 2024",0,,0 - 0,0,0,0
277470,"Mar 14, 2014",0,"Adventure,Indie,RPG",50000 - 100000,176,191,94
2762980,"Jul 12, 2024",0,Indie,0 - 20000,0,11,7
870450,"Jun 20, 2018",0,"Adventure,Indie",0 - 20000,0,14,15
1098790,"Jul 10, 2019",0,"Action,Casual,Indie",0 - 20000,0,7,11
1797490,"Feb 25, 2022",0,"Indie,Simulation,Strategy,Early Access",0 - 20000,0,49,13
1156990,"Mar 2, 2020",0,Adventure,100000 - 200000,493,3317,206
2650830,"Feb 16, 2024",0,Simulation,0 - 20000,0,20,9
1801850,"Nov 16, 2021",0,"Action,Adventure,Indie",0 - 20000,0,356,45
2762530,"Apr 30, 2024",0,"Action,Casual,Indie,Free To Play",0 - 20000,0,5,0
865610,"Jun 8, 2021",80,"Adventure,Indie",1000000 - 2000000,396,2072,1021
569890,"Jun 3, 2025",0,"Action,Casual,Indie,Simulation",0 - 20000,0,2,0
1754150,"Oct 29, 2021",51,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports",0 - 20000,0,69,75
1951940,"Nov 3, 2022",0,"Action,Adventure,Casual,Indie",20000 - 50000,0,123,17
826030,"Apr 2, 2018",0,"Casual,Indie,Early Access",0 - 20000,1,5,14
2558480,"Sep 6, 2023",0,"Indie,RPG",0 - 20000,0,8,1
4017350,"Dec 14, 2025",0,"Action,Adventure,Casual,Indie,Simulation,Early Access",0 - 0,0,0,0
2888830,"Jul 22, 2024",70,"Action,Adventure,Indie",0 - 20000,0,66,36
3399580,"Mar 12, 2025",20,Simulation,0 - 20000,0,19,0
1316760,"Jul 24, 2020",89,Action,100000 - 200000,155,89,50
3030260,"Nov 11, 2024",0,"Casual,Indie,RPG,Simulation,Free To Play",0 - 0,0,0,0
1949010,"Sep 20, 2022",50,"Indie,Simulation",0 - 20000,10,180,18
913060,"May 12, 2020",0,"Action,Indie",50000 - 100000,153,1009,82
1557400,"May 22, 2022",0,Indie,0 - 20000,0,0,0
3170350,"Nov 20, 2025",0,Strategy,0 - 0,0,0,0
3089290,"Jul 22, 2024",0,Action,20000 - 50000,0,55,38
1867150,"Feb 7, 2022",0,,0 - 0,0,0,0
4049320,"Oct 8, 2025",0,"Action,Free To Play",0 - 0,0,0,0
3296240,"Dec 7, 2024",0,"Casual,Indie",0 - 20000,0,6,0
2235150,"Jun 7, 2023",0,"Casual,Indie",0 - 20000,475,142,52
45770,"Oct 11, 2011",75,"Action,Adventure",200000 - 500000,562,3024,884
1390080,"Feb 11, 2021",0,"Action,Casual,Indie,Massively Multiplayer",0 - 20000,0,0,1
1221330,"Feb 27, 2020",0,"Action,Indie",50000 - 100000,0,6,0
1591300,"Apr 20, 2021",0,"Adventure,Indie",0 - 0,0,0,0
3065460,"Jul 9, 2024",0,"Casual,Indie,Free To Play",0 - 0,0,0,0
316660,"Aug 27, 2014",0,"Action,Casual,Indie,Strategy",50000 - 100000,188,63,22
3362870,"Apr 5, 2025",0,"Adventure,Casual,Indie,RPG,Free To Play",0 - 0,0,0,0
3661300,"May 30, 2025",0,Casual,0 - 20000,0,2,1
582350,"Jan 31, 2017",0,"Action,Casual,Indie",0 - 20000,656,20,1
2907340,"Apr 18, 2025",0,"Casual,Simulation,Strategy",0 - 20000,0,1,0
2155500,"Oct 5, 2022",0,"Action,Adventure,Casual,Indie",0 - 20000,0,0,2
3434240,"Mar 7, 2025",0,"Action,Indie,RPG",0 - 20000,0,0,0
1286030,"May 23, 2020",0,"Casual,Indie",0 - 20000,0,0,0
3863780,"Sep 28, 2025",0,,0 - 0,0,0,0
3418810,"May 26, 2025",0,"Action,Casual,Indie",0 - 20000,0,18,0
3452610,"Apr 20, 2025",0,"Casual,Simulation,Free To Play",0 - 0,0,0,0
2824930,"May 15, 2024",0,"Casual,Indie,RPG,Simulation",0 - 20000,0,0,0
765240,"Dec 25, 2018",0,"Action,Casual,Indie,Strategy",0 - 20000,0,0,1
1525990,"Dec 20, 2022",0,"Casual,Indie,Sports",0 - 20000,0,0,1
1172050,"Sep 27, 2020",0,"Action,Adventure,Casual,Indie,Simulation,Sports",100000 - 200000,117,520,316
3557110,"Mar 24, 2025",0,"Action,Adventure,Casual,Indie",0 - 20000,0,0,0
1551990,"Jul 9, 2021",0,"Action,Adventure,Casual,Indie,RPG,Simulation",20000 - 50000,0,2,11
3787190,"Jun 30, 2025",0,"Casual,Indie,Strategy",0 - 20000,0,0,0
1204700,"Aug 21, 2020",0,"Action,Indie,Massively Multiplayer,RPG,Simulation,Early Access",0 - 20000,0,60,43
931590,"Sep 25, 2018",0,"Action,Indie,RPG",0 - 20000,0,0,0
1664090,"Jul 20, 2021",90,"Casual,Indie,Simulation",0 - 20000,0,10,10
2797570,"Mar 21, 2024",0,"Adventure,Casual,Indie,Simulation",0 - 20000,0,0,0
12590,"Jul 29, 2008",0,Racing,20000 - 50000,15,35,29
377360,"Apr 21, 2016",84,"Action,Indie",50000 - 100000,84,188,93
4198310,"Dec 9, 2025",0,"Adventure,Casual",0 - 0,0,0,0
3794370,"Sep 18, 2025",0,"Adventure,RPG",0 - 0,0,0,0
2955740,"May 24, 2024",0,"Action,Casual,Free To Play",0 - 0,0,0,0
1111960,"Jul 25, 2019",0,Strategy,0 - 20000,0,8,2
1785450,"Nov 18, 2021",0,"Action,Adventure,Indie,Early Access",0 - 20000,0,5,0
2382540,"Oct 4, 2023",0,"Action,Indie",0 - 20000,0,1,0
3407570,"Jun 10, 2025",0,"Casual,Simulation,Strategy",0 - 0,0,0,0
316030,"Oct 6, 2014",65,"Action,Adventure",20000 - 50000,2259,214,91
1989780,"May 20, 2022",0,"Indie,Racing",0 - 20000,0,4,1
513810,"Aug 13, 2016",0,"Adventure,Free To Play",0 - 20000,0,5,10
3432210,"Jan 31, 2025",0,"Indie,RPG",0 - 20000,0,5,0
1192010,"Jun 10, 2021",0,"Adventure,Simulation",20000 - 50000,62,149,255
1435410,"Oct 7, 2025",20,"Action,Adventure,Indie,RPG",0 - 20000,0,0,0
1840450,"Oct 21, 2023",0,"Adventure,Casual,Indie,Simulation",0 - 20000,0,23,5
938980,"Sep 10, 2020",0,Indie,0 - 20000,0,25,2
2219880,"Feb 22, 2023",80,"Action,Casual,Indie,RPG",0 - 20000,0,13,1
1774150,"Oct 8, 2021",0,,0 - 0,0,0,0
3757960,"Jun 17, 2025",0,"Indie,RPG,Simulation,Free To Play",0 - 0,0,0,0
1708250,"Mar 22, 2022",0,"Action,Indie",0 - 20000,0,0,0
3270920,"Oct 24, 2024",0,Casual,0 - 20000,0,22,2
1765040,"Oct 14, 2021",0,"Action,Indie,Massively Multiplayer,Free To Play,Early Access",0 - 0,0,0,0
588800,"Sep 24, 2018",50,"Action,Adventure,Indie",0 - 20000,0,11,12
2090580,"Aug 9, 2022",0,"Casual,Indie",0 - 20000,0,32,2
2394910,"Jun 28, 2024",0,"Casual,Indie,Simulation",0 - 20000,0,78,4
1412250,"Oct 23, 2020",40,"Casual,Indie",0 - 20000,0,13,3
886590,"Jul 12, 2018",0,"Casual,Indie",20000 - 50000,0,9,7
3594120,"Nov 19, 2025",0,"Action,Adventure,Indie",0 - 20000,135,0,0
290440,"Apr 18, 2014",75,"Action,Indie",20000 - 50000,17,23,25
2338260,"Sep 22, 2023",0,"Casual,Indie,Massively Multiplayer",0 - 20000,0,11,0
2367280,"Jan 4, 2024",0,"Casual,Simulation",0 - 20000,0,4,2
1491570,"Mar 1, 2021",0,"Casual,Indie",0 - 20000,0,1,0
1278350,"Oct 27, 2020",0,"Action,Casual,Indie",0 - 20000,0,22,9
1542950,"Feb 27, 2021",0,,0 - 0,0,0,0
2816570,"Aug 27, 2024",0,"Action,Adventure,RPG",20000 - 50000,0,32,8
1212600,"Jan 23, 2020",0,"Action,Casual,Indie,RPG,Simulation",0 - 20000,0,0,0
1100030,"Jul 24, 2019",30,"Adventure,RPG",20000 - 50000,574,34,6
1817930,"Nov 26, 2021",0,,0 - 0,0,0,0
4055450,"Dec 15, 2025",40,"Action,Adventure,Casual,Indie,Racing",0 - 20000,0,0,0
955570,"Oct 17, 2018",0,"Indie,Sports",0 - 20000,0,1,1
1337920,"Sep 22, 2022",0,"Action,Adventure,Indie,Simulation,Strategy",50000 - 100000,293,328,96
1320110,"Nov 16, 2020",0,"Adventure,Casual,Indie,RPG",50000 - 100000,0,4,3
1116520,"Aug 1, 2019",0,"Adventure,Casual,Indie",0 - 20000,0,13,42
4117030,"Nov 4, 2025",0,,0 - 0,0,0,0
3118570,"Sep 1, 2024",0,"Casual,Strategy",0 - 20000,0,1,0
3413270,"Apr 2, 2025",50,Casual,0 - 20000,0,3,1
3155990,"Aug 31, 2024",0,,0 - 0,0,0,0
1454390,"Feb 16, 2021",0,"Casual,Indie,RPG",0 - 20000,0,30,9
2659520,"Nov 7, 2023",0,"Casual,Indie,Design & Illustration",0 - 20000,0,4,0
2386620,"Sep 14, 2023",0,Casual,0 - 20000,0,22,4
342640,"Feb 21, 2017",0,"Action,Adventure,Indie,RPG,Simulation",100000 - 200000,710,626,257
404480,"Sep 22, 2015",0,"Adventure,Casual,Free To Play,Indie,RPG,Simulation",100000 - 200000,236,807,63
618750,"Jan 12, 2018",0,"Adventure,Indie,RPG,Simulation,Strategy",50000 - 100000,229,90,36
286040,"Dec 17, 2014",80,"Action,Indie",200000 - 500000,217,2707,995
2461270,"Jan 28, 2025",0,"Racing,Free To Play",0 - 0,0,0,0
2946690,"Apr 22, 2024",0,,0 - 0,0,0,0
433000,"Mar 24, 2016",0,"Adventure,Casual",50000 - 100000,544,454,30
2091500,"Jan 20, 2025",0,"Simulation,Strategy",20000 - 50000,678,364,89
1240130,"Nov 12, 2020",0,"Action,Indie",0 - 20000,0,74,3
713230,"Oct 5, 2017",0,"Racing,Simulation,Sports,Early Access",0 - 20000,0,1,10
2602540,"Aug 20, 2024",0,"Casual,Strategy,Early Access",0 - 20000,0,62,4
3438800,"May 30, 2025",20,"Indie,Simulation,Strategy,Early Access",0 - 20000,0,62,4
3449460,"Mar 3, 2025",0,"Casual,Indie,Strategy,Free To Play",0 - 0,0,0,0
3100780,"May 15, 2025",0,"Adventure,Simulation",0 - 20000,0,3,0
2554990,"Nov 30, 2023",0,"Casual,Indie,Simulation,Strategy",0 - 0,0,0,0
1959840,"Aug 25, 2023",0,"Action,Indie",0 - 20000,0,8,0
2416150,"Jun 2, 2023",0,"Simulation,Free To Play",0 - 20000,0,4,1
4003700,"Sep 22, 2025",0,Indie,0 - 0,0,0,0
2391040,"May 8, 2023",50,"Action,Adventure,Casual,Indie",0 - 20000,0,25,11
438770,"Nov 21, 2016",0,"Indie,RPG,Strategy,Early Access",0 - 20000,0,0,4
790810,"Mar 21, 2018",0,"Action,Casual,Indie",0 - 20000,0,4,15
2143680,"Nov 28, 2023",40,"Adventure,Casual,Indie,RPG",50000 - 100000,1051,1642,74
1698870,"Mar 4, 2023",0,"Action,Adventure,Indie,RPG",0 - 20000,0,81,7
1813130,"Sep 14, 2023",50,"Casual,Indie,Simulation",0 - 20000,40,208,98
2594470,"Aug 6, 2024",0,"Action,Adventure,Casual,Indie,Strategy",0 - 20000,0,25,1
3293240,"Oct 21, 2024",0,,0 - 0,0,0,0
754640,"Feb 13, 2018",0,Free To Play,0 - 20000,73,12,20
1278520,"Aug 28, 2020",0,"Action,Adventure,Casual,Free To Play,Indie",0 - 20000,0,12,4
1977330,"May 28, 2022",0,,0 - 0,0,0,0
3768580,"Jul 31, 2025",50,"Action,Strategy",0 - 20000,0,0,0
1360150,"Jul 17, 2020",0,"Action,Adventure,Casual,Indie",0 - 20000,0,3,1
3846720,"Nov 22, 2025",0,Indie,0 - 20000,0,0,0
4056970,"Nov 9, 2025",0,"Casual,Free To Play,Animation & Modeling,Design & Illustration,Utilities",0 - 0,0,0,0
3327310,"Jan 3, 2025",0,"Casual,RPG",0 - 20000,0,1,0
929470,"Feb 8, 2019",0,"Adventure,Casual",0 - 20000,0,4,3
7860,"May 20, 2009",85,Action,200000 - 500000,268,1181,554
2639420,"Dec 23, 2023",0,"Casual,Strategy,Early Access",0 - 0,0,0,0
1373750,"Jul 31, 2020",0,"Adventure,Casual,Indie",0 - 20000,0,0,0
3503020,"Mar 25, 2025",0,"Action,Casual,Indie,Free To Play",0 - 0,0,0,0
1229570,"Nov 26, 2020",80,"Casual,Indie,Simulation",0 - 20000,91,88,46
1179390,"Mar 9, 2020",0,"Simulation,Strategy",0 - 20000,0,1,3
2471620,"Jun 30, 2023",0,"Action,Adventure,Casual,Indie,Simulation,Sports,Strategy",0 - 0,0,0,0
2213830,"Aug 15, 2023",0,"Action,Indie,Simulation,Early Access",0 - 20000,0,1,1
3495240,"Jul 17, 2025",0,"Action,Adventure,Casual",0 - 20000,0,0,0
911250,"Oct 30, 2018",0,Animation & Modeling,20000 - 50000,0,153,10
3179880,"May 9, 2025",40,"Casual,Racing,Simulation,Early Access",0 - 20000,0,3,1
322630,"Mar 8, 2016",80,RPG,0 - 20000,57,41,59
1973410,"Jan 21, 2025",0,"Action,Free To Play",0 - 0,0,0,0
961420,"Oct 16, 2019",0,"Action,Indie",0 - 20000,0,35,5
2627510,"Oct 3, 2023",0,,0 - 0,0,0,0
2941810,"May 10, 2024",0,"Action,Adventure,Casual,Indie,Early Access",0 - 20000,0,3,0
3478210,"Feb 14, 2025",0,"Casual,Indie",0 - 20000,0,0,0
559900,"Dec 20, 2016",0,Action,20000 - 50000,0,102,34
2430510,"Sep 20, 2023",0,"Adventure,Casual,Indie",0 - 20000,0,64,11
345180,"Jul 24, 2015",0,"Action,Adventure,Indie,RPG",500000 - 1000000,569,5456,904
990230,"Dec 20, 2018",0,Utilities,0 - 20000,0,11,5
3140620,"Jul 14, 2025",0,"Action,Indie,Massively Multiplayer",0 - 20000,239,302,20
1873510,"Jul 28, 2022",0,"Adventure,Indie,Free To Play",0 - 0,0,0,0
1780780,"Oct 8, 2021",75,"Casual,Indie",0 - 20000,0,0,0
3603080,"May 19, 2025",0,"Strategy,Free To Play",0 - 0,0,0,0
3984490,"Oct 14, 2025",40,"Action,Casual,Indie",0 - 20000,0,0,0
3239340,"Nov 10, 2024",0,"Casual,Indie,RPG,Strategy",0 - 20000,0,15,6
845570,"May 9, 2018",0,"Action,Adventure,Casual,Indie",20000 - 50000,0,2,13
1897400,"Mar 3, 2022",0,"Casual,Indie,Simulation",0 - 20000,0,3,0
1605530,"Apr 29, 2021",0,"Adventure,Casual,Indie",0 - 20000,0,0,0
3664100,"May 8, 2025",51,Casual,0 - 20000,0,0,0
1464550,"Jan 22, 2021",0,"Action,Casual,Indie",0 - 20000,0,116,1
42220,"Jul 25, 2011",0,"Adventure,Casual",20000 - 50000,278,189,23
2375540,"Apr 12, 2023",0,Casual,0 - 20000,0,0,0
2272560,"Sep 28, 2023",0,"Adventure,Casual,Indie,RPG",0 - 20000,271,4,0
451800,"Oct 28, 2016",0,"Action,Adventure,Indie",0 - 20000,0,7,6
2267100,"Feb 15, 2023",70,Casual,0 - 20000,0,0,2
1741230,"Sep 27, 2021",0,"RPG,Animation & Modeling,Utilities,Game Development",0 - 20000,0,8,0
3975510,"Dec 11, 2025",10,Action,0 - 20000,67,0,0
3105890,"Dec 16, 2025",10,"Action,Massively Multiplayer,RPG,Early Access",0 - 20000,169,0,0
3002570,"Oct 2, 2024",50,Adventure,0 - 20000,284,0,0
3809060,"Jul 25, 2025",0,"Casual,Indie,RPG,Simulation",0 - 20000,0,0,0
1010380,"Jan 29, 2019",0,"Casual,Indie",0 - 20000,0,4,4
1010800,"Apr 3, 2019",0,Utilities,200000 - 500000,0,1277,262
871510,"Jun 12, 2018",0,"Casual,Simulation,Sports",0 - 20000,0,20,6
566570,"Mar 17, 2017",0,"Indie,Simulation,Sports,Early Access",0 - 20000,0,15,18
3076520,"Jul 21, 2024",0,"Action,Adventure,Casual,Indie,RPG,Simulation,Sports,Strategy,Free To Play",0 - 0,0,0,0
339600,"Dec 14, 2015",0,"Massively Multiplayer,Strategy,Free To Play",1000000 - 2000000,3758,2865,2020
2100460,"Nov 10, 2022",0,"Adventure,Casual,Indie,RPG,Simulation",0 - 0,0,0,0
783050,"Feb 8, 2018",0,"Adventure,Indie",20000 - 50000,152,305,57
3028720,"Jul 13, 2024",0,"Action,Casual,Indie",0 - 20000,0,0,0
3607880,"May 29, 2025",0,,0 - 0,0,0,0
1219950,"Oct 2, 2020",0,"Indie,Simulation,Strategy",20000 - 50000,441,356,118
516960,"Sep 12, 2017",0,"Action,Indie",0 - 20000,0,5,2
2233920,"May 29, 2025",0,"Adventure,Indie,RPG",0 - 20000,0,13,6
2829450,"Jan 24, 2025",0,"Adventure,Indie",0 - 20000,0,82,14
3805060,"Jun 11, 2025",0,,0 - 0,0,0,0
3735210,"Jul 25, 2025",25,"Action,Adventure,Indie,Early Access",0 - 20000,0,0,0
2987750,"Mar 20, 2025",45,"Adventure,Indie,Simulation",0 - 20000,0,106,19
1251630,"Apr 1, 2020",0,"Action,Casual,Indie,Early Access",0 - 20000,0,0,0
3733690,"Jun 3, 2025",0,"Action,Indie",0 - 0,0,0,0
2853300,"Mar 29, 2024",0,"Casual,Indie,Strategy",0 - 20000,0,0,0
3426330,"Jan 22, 2025",0,Indie,0 - 20000,0,12,3
1476100,"Jun 10, 2021",80,Simulation,0 - 20000,55,35,7
3331660,"Jan 9, 2025",0,,0 - 0,0,0,0
2528730,"Aug 17, 2023",0,"Action,Casual",0 - 20000,0,4,0
675690,"Nov 12, 2020",0,"Action,Free To Play,Massively Multiplayer,Strategy",100000 - 200000,1370,531,207
718840,"Oct 10, 2017",0,Casual,0 - 20000,0,1,2
3535830,"Jun 20, 2025",0,"Adventure,Indie,Simulation",0 - 20000,0,0,0
3633270,"May 28, 2025",0,,0 - 0,0,0,0
818390,"Dec 16, 2019",0,"Adventure,Indie",0 - 20000,0,57,26
1290260,"Aug 5, 2021",0,"Casual,Indie,Simulation,Sports,Free To Play",100000 - 200000,73,956,229
3510620,"Feb 25, 2025",0,,0 - 0,0,0,0
1166510,"Nov 15, 2019",0,"Action,Adventure,Casual,Indie",0 - 20000,0,0,7
2818130,"Oct 30, 2025",0,"Action,Indie",0 - 20000,0,0,0
528730,"Dec 27, 2016",72,"Action,Indie,RPG",20000 - 50000,173,224,50
2023500,"Jul 4, 2023",0,"Indie,Strategy",0 - 20000,0,13,6
860640,"Aug 16, 2018",0,Adventure,0 - 20000,0,17,24
3669740,"Dec 5, 2025",0,"Casual,Indie,Strategy",0 - 0,0,0,0
200010,"Jun 21, 2012",89,"Casual,Strategy",200000 - 500000,328,1749,323
3949570,"Aug 20, 2025",0,,0 - 0,0,0,0
997900,"Feb 28, 2019",0,"Casual,Indie",0 - 20000,0,0,0
2477200,"Jul 13, 2023",0,"Action,Casual",0 - 0,0,0,0
2087260,"Mar 10, 2023",0,"Adventure,Casual",0 - 20000,0,4,1
625000,"Sep 4, 2017",0,"Action,Adventure,RPG,Early Access",0 - 20000,0,14,1
3511660,"Apr 1, 2025",0,"Adventure,Casual,Indie,Massively Multiplayer",0 - 20000,0,12,0
3726140,"May 16, 2025",0,,0 - 0,0,0,0
1732340,"Apr 25, 2022",0,RPG,0 - 20000,0,67,28
2897240,"Sep 4, 2024",30,"Casual,Indie,Simulation,Strategy",0 - 20000,229,264,12
2883560,"Oct 15, 2024",0,"Action,Free To Play",0 - 20000,0,3,0
2688680,"Feb 23, 2024",35,"Adventure,Indie,Strategy",50000 - 100000,757,494,81
889700,"Aug 2, 2019",0,"Adventure,Casual",0 - 20000,733,232,14
3055710,"Jan 31, 2025",0,"Casual,Indie",0 - 20000,0,4,0
932210,"Jan 5, 2020",0,"Adventure,Indie,RPG,Strategy",0 - 20000,0,45,17
2931270,"Oct 31, 2024",0,"Action,Adventure,Indie",0 - 20000,0,2,1
3957480,"Sep 14, 2025",0,"Casual,Indie,Simulation",0 - 0,0,0,0
2730890,"Dec 28, 2023",10,"Adventure,Casual,Indie",0 - 20000,0,111,21
677220,"Aug 11, 2017",0,Casual,20000 - 50000,51,61,26
1740230,"Jul 24, 2023",50,"Action,Adventure,Casual,Indie,RPG",0 - 20000,0,94,10
2951940,"May 9, 2024",0,"Indie,RPG,Strategy,Early Access",0 - 20000,0,2,1
717640,"Dec 6, 2017",0,"Casual,Indie,Simulation",100000 - 200000,214,1049,211
2913890,"Nov 8, 2024",0,"Simulation,Strategy,Early Access",0 - 20000,0,4,10
2545130,"Sep 8, 2023",0,Adventure,0 - 20000,0,1,0
2860670,"May 8, 2024",0,"Action,Adventure,Indie,RPG",0 - 20000,0,0,1
2382620,"May 1, 2023",0,"Action,Adventure,Casual,Free To Play,Indie,Simulation,Strategy",0 - 0,0,0,0
2646480,"Dec 2, 2024",0,"Action,Adventure,Indie,Early Access",0 - 20000,0,0,0
1412890,"Aug 16, 2022",85,"Indie,RPG",0 - 20000,0,64,8
3269510,"Oct 29, 2024",0,"Action,Casual,Indie",0 - 20000,0,0,0
1973670,"Jul 17, 2022",0,Casual,0 - 20000,0,3,1
3159930,"Sep 12, 2024",0,Casual,0 - 0,0,0,0
3006670,"Jun 13, 2024",0,"Action,Casual,Strategy",0 - 20000,0,1,0
1796180,"Dec 31, 2021",0,"Casual,Indie",0 - 20000,0,168,19
2720210,"Jan 3, 2024",0,"Action,Adventure,Casual,Indie,Racing,Simulation",0 - 20000,0,7,1
1492780,"Dec 18, 2020",30,Adventure,0 - 20000,0,2,0
2151320,"Oct 7, 2022",0,"Action,Simulation,Sports",0 - 20000,0,0,0
1640160,"Mar 30, 2022",0,Action,0 - 20000,488,135,7
1946590,"Oct 9, 2022",0,Strategy,0 - 20000,0,15,10
1597290,"Jun 16, 2022",0,"Casual,Indie,RPG,Simulation,Strategy",0 - 20000,186,170,50
715270,"Dec 19, 2018",0,Strategy,20000 - 50000,257,15,3
1622610,"Jan 26, 2023",0,"Action,Indie,RPG,Early Access",0 - 20000,0,7,8
1039370,"Apr 18, 2019",0,"Casual,Indie",0 - 20000,0,79,40
878330,"Jun 28, 2018",0,"Action,Indie",0 - 20000,0,18,3
941540,"Nov 2, 2018",70,"Action,Adventure,Indie,RPG",50000 - 100000,0,23,1
3667550,"Dec 13, 2025",0,"Casual,Indie",0 - 20000,0,0,0
1504580,"Jan 19, 2021",0,"Action,Adventure,Casual,Indie,Racing,RPG,Simulation,Early Access",0 - 20000,0,3,0
670160,"Oct 25, 2023",0,"Action,Adventure,Indie",20000 - 50000,487,1014,48
1629150,"Jun 21, 2021",50,"Action,Adventure,Indie",100000 - 200000,0,6,0
